"summonerId","summonerName","leaguePoints","wins","losses","veteran","inactive","freshBlood","hotStreak"
_g3vIQcwfVEKP-9TPrTjd-cWeOrWMh7ClTomTMxgolmKCjA,weeds근성,189,127,103,0,0,0,0
_GqHqLevuoDvG_bEMNPEfcbrszM0OqOpwtfwWfSmFoqaLA,짜리랑몽땅이,87,189,177,0,0,1,1
_guQCoELS68MK7Olv_MtEISWu8kujwYYYQgl4s1s4NCpXu-rNbHOfN4rng,마이의알파테크닉,1,88,69,0,0,1,1
_H6j4D9V6hVk_UtmBJKPInLYbsFnAaamu9Bt5BvRfL5POas,스즈메에게,1,97,98,0,0,1,0
_hFXk0m3CCT7gnSJAX_5B5bofSpInMRB9mZ5vIAD0--DDSj4IYy0ryJQ2A,거 녕,53,128,127,0,0,0,0
_I0F1asoXBzCAOu0udfvO-F8_KsvH99RA2B2QgRiJ9W_TA,실키1,455,152,130,0,0,1,0
_i2cpTYOIZMJ9fUUD21hJOYo4srNi2MFjxEiFqqr5mES1w,Mid soldiers,126,141,120,0,0,0,0
_ilzXUPADium6kHmg7mJYgYhva4UMCVfMv7QXol3qf3yrg,KOGKING,188,70,56,0,0,0,0
_ImhXdyWJ61PG-RSfDrZ8WWC3FIOcJ7QZJo-kwLuYip7sw,Arap인,42,86,58,0,0,0,0
_isLob6OtP4_UZqC_8rFnUx4mkNJKL-1UYhXxos66P0I7Q,포캣몬스터,154,259,223,1,0,0,1
_IUDGXgk1pSn4tv1TRLmS_1uiAHYhJt07W8iyMfrEeT-PfjfgYljs_AKrQ,꿈을 그리다,0,135,108,0,0,1,0
_IvqqT80uY3qQpeI71c3JzA-f3RBv_XHpdoshAotA2btJA,건영이의 문단속,0,120,103,0,0,1,0
_iy-bC9hOCMJ2rAp2m2rHU_CBFYYLTI8OeQbIgsEvI8RNPQ,넴모넴모스퐁지밥,40,88,84,0,0,1,0
_j2j2XbRBcNt2AYjlQE-yuECd8-WjnfW8uZFZW33HNRYs3cTONDo4PRk-A,연대뽀비,191,90,70,0,0,0,0
_jbitoTfaiXC1htXtScgzY5Z5MJLB5RxbfWXN2TTbPtCVQI,주량 소주한짝,105,192,157,0,0,0,0
_jCmnainqpBvFnrTn_laGbRQqAhXzkKby0FyqE2RCBR5RRAbikGopnItag,SH s2 JY,0,173,163,0,0,0,0
_jFkVaDEeAh8K5O1JyB2jY7adE-ENdG4ephPdgt7ic4hgAI,lostindasauce,64,190,174,0,0,0,0
_JUtmxREps-It4Wo9fpRn_X10fKet_H-btYZFT4AoZ8ZxLU,백백인인우우,22,83,59,0,0,0,0
_jwXxbwC3268pVMwhQH2DuzRJMASga9TH9QPc647_eV2KA,bye bae,1,172,154,0,0,1,0
_KTizUCk4KZ_x8TiJ2v9z29MzMA5P2lSy7BtCuOX7tzFmuQ,Hyeonwoo,59,176,178,0,0,0,0
_Kto_DM9fWshxU39oV3hipE6Xx4v_TG_Im-RGjXqGJfmTjY,근수터이,0,165,160,0,0,0,0
_L_jzLO9YzpwscBE6EBvbYBrgMvNfy3D5x5-moJ5kBmEULJWlsKUE-45-Q,곰진석,0,47,41,0,0,1,0
_ldThJG-342XOo3zsR3cXWkb1buGJj3pf3ckb_1JdNpZ9KS3lFnslc1Sfw,운을 바꾸다,409,130,116,0,0,0,0
_lhjjGrhyGIeVjVHTfUuaEH90VEujAWCzXkRP8QemTCbryU,짬찌병장1,34,92,81,0,0,0,0
_lquDfIiaArKDvgXCSJZv3ClQkwsGGCMEfnr1Or0D70pKcDr9QptmZg3gg,한결님,121,217,205,1,0,0,0
_mdC2Xx0NBlMW5pOUeSa7Vzz0ys3w-WFZ12hpsBurGzzg6A,"1Train",24,106,77,0,0,0,0
_Mdh8xS2vW3WWpFT1gkGHmeb7htNjwGaUPTY44Uqnz-37kI,원준행님,1,204,151,0,0,1,1
_mluzOIWWLFESU5Nbe0_UG0iDnGSFSCoG_kQBPkoctGcd0l9pa2gvtlhgQ,XiaoYuADLeblanc,138,128,105,0,0,1,0
_mqXoqmoM8ynPOmoXFodsGZEWhMRFiCrB_E2tefVK3ZowT7l,애기햄지,0,121,110,0,0,1,0
_Mx86W-jt3gjLtjXvnKJcpGTQWQ-BKA47wGlOiYEZzdEwxda,전주의 왕,23,100,88,0,0,0,0
_NbRifxTkBIgi4h9BQQ_92AYTozJfLs_hG5adFfm-RAnCjk,원딜은애기응애,168,168,126,1,0,0,1
_nGRXFrIw4NEOZzTZD3WcHm356EP3EMYKYT8GDAIOANqkFA,협곡노인,22,52,49,0,0,1,0
_Od-KrRuXWh3eLbD21pvTg4OrVJIyLQ52RFe5p92qSFqeFA,xihuan korea,22,138,120,0,0,0,0
_OGyVD3iROCqyUWAyoExTuXG7U2zbFHZrw60WWKzvbp1jZw,뭐든지 긍정,19,132,106,0,0,1,0
_OXP2nH9xlyEs8Y2rFeWPwPTjDxMZfIj7v-Yqqxd3AT1eK8,박투신1,315,98,85,0,0,0,0
_P1oT1JgqmvGD1DLROaOD6DEUlTtfVkhEghL4ykibBASEKs,학교 앞 놀이터,347,242,235,0,0,1,0
_p4rwjjKPlaRCgqbJxB2DnmZWvJf9Rn5scZeniU6KbV1_A,강 동,23,142,138,0,0,1,1
_PLE8XYdMyZJaOkBzD00aBh6yKYIdFSvQQnTv34TJ8_7r4w,여 티,242,163,143,1,0,0,0
_pR7zr-gP1Tdgah44MxyYvZANguzBPxs46v5qRFf2mDR50mURsWs7dr0HQ,Bigkoro1,311,172,133,0,0,0,0
_q5gZsuGmNj1WtnN34uNIX1LHBEk4yeQFBlY_9apTIV2-18,O8년생 탑,1,91,81,0,0,1,1
_qzOUcIBtxZs5eDErmgVXgbBYm1hclytJrurUvshLX0kehWQPTAsnG5LFA,faaaaaaaan,113,381,354,0,0,1,0
_R1T5e4r9WJxV78IEsW7HiLbAtCsu7ofil69-G7efnrDzAA,우직한탑라인,53,194,191,0,0,1,0
_rAjYi9AxWteNq2fnc_qJXv9Xm7Jewgu55MCnKmwxv7QLcc,파란표,24,130,96,0,0,0,0
_rD8kSNoQ1YXQoZiD7ss0aVFVE2Gw-dOo5HZiLGR0YPpu1o,편의점트월킹머신,279,194,155,0,0,0,0
_rho5MvSRD-cowF_84n2yCl8zIzCNORIzk9RH8KK_OJvFEk,"0Duck",76,128,80,0,0,0,0
_rLulZoPA0OGo44dYjcTFmzX9B_98PTsQj-u6wURedyoWek,항상 꺾이는 마음,44,93,81,0,0,1,0
_rmIQUI-nD39mIZK49KpxKATL0_7oFfTIzk4oQcCamG-3JA,사람찾기게임,100,276,234,1,0,0,0
_rxUUhXVuOZy6OLgkS_b9EHERBnj2GXVYCYu6zarFIDmYEw,Wiedersehen KR,41,139,128,0,0,0,0
_S49XzvaC-otW-s83sIhUA1aRkMOMjkh4Q0T0hInABdUHCY,say ddx,108,83,78,1,0,0,0
_seBX2v9tk5EYLoLwZWrmh49n0Hl5AAJ9vQsup7Ck5os9A,쥐람다,21,100,88,0,0,1,0
_SmD3fMA0IT8J7put83CHAnHIJKmULcfte7cb8TY2iUa5GE,마포 폐급 정지운,78,230,213,0,0,0,0
_TE5Pfmf0VCwAxEem0Yq66yok7OpZ1KfdCVvtqLSZTry_d6IEj7XoL920A,식전섹식후섹,18,98,79,0,0,1,0
_tFCg-CDuCb5oV2hUMZEFeRDAlYKV7btDlIH_MsIFs4IgF0,기미균,225,59,46,0,0,0,1
_tKT-6PtO2w_tu5fXZVgwDnUq8fT8iKUoZCuqlrxVIaRvIs,쁘농e,234,37,16,0,0,0,0
_tmwcCYesFaGNtOn3W4B3fuNDs5fhaBjXSr679Ex7b2Irx0es9zSFsYgfw,jiejie3,75,49,9,0,0,1,0
_u4kn6y_KOw0t_mAbX-qrE_yC_l-g9XF-w-1S7-SCO2fP5o,와르가르,24,114,119,0,0,1,0
_udmvvz1n244LEVeWH2JNfJQCkXbs5XbTPmZJX82DPXYOg,짱배고푸,0,53,35,0,0,0,0
_vbWkPPiDM5EZnsuTPtf83FTq2eRgHSiYRGGlUnWEQfmc88,변화하다,71,80,57,0,0,0,0
_VSHbmx82k5_fNcFNw9kqRO9oush0JUTSWtxSpJuByAysxk,건희누나 예쁘다,1,23,10,0,0,0,1
_vY0UWO__yo6mxCedKHU6EXIj_G3WsAdUzeWuPlTVKQBxPA,다미아니벨에포크,0,64,41,0,0,1,0
_w-fFXVrMewIFMtHFhLmacOOe_mKZOox9Ibd2YitdkHlTLEzg8u8KmTzRg,환절기알러지,142,60,39,0,0,0,0
_w4ULTRFDVUZoa5UXy74DcFwLMUqg2nIyVxWb4LMKQ7Nn0A,bakapss,66,103,94,0,0,0,0
_wJ-GMnUqpj_BykYrLH5qKDY1LrhGh1B2DDbNci0Brc15uw,용과호랑이용,24,132,134,0,0,0,0
_wO__QfQpLIpaKbNsbo_Vytk_AA3aqOcOjl31wdXZKONiTt65k9LLybmmA,라라코스트1,0,104,82,0,0,1,0
_wwcCHtUzsG5XspnkC5ZWW0oQA9XdcvS1hS6njpetgK3LYYteM3AZ86h6w,난여기서만족못해,37,55,34,0,0,0,0
_x8HwKSR_6BOIW4JjD6jzqiWWD3-VsoJx5YoF1hNhzQSsPoHrZfIzMV7kA,Kirby Mario Link,141,100,81,0,0,0,0
_XGp8PpD651gW_CIYrWxFr8VNzfFLvHMgTE6Go24cUtPmKz67-ZC68v7_g,Bangwanwen,97,113,93,0,0,0,0
_XQtQtJkkivs6evzMDTH45J3pn1zZrdTWDzEJBPSPwb9iEQ,Kouri,168,82,64,0,0,1,0
_Yo26pCL9yWIJ7eJAvOBslDsaASOM5P3ToJfnt6itUlPbjQ_Ze2LZGhjrg,blki,111,31,17,0,0,0,0
_YOQQXmXcwOXIsX4T6TPn_Ib7QPkxshbAyH-f-A3sP5XSQ,춘분 24절기,140,189,184,0,0,0,0
_YoUJpUufBp-8yL77SEqW-O4JXesPKd-A7MndZtv1tHHyP2NsPd_5sMIbw,KT 손웅정,0,127,110,0,0,1,0
_yuB6niALGGhL8TOTDxWvC3Vg7hH8iSeKWy4_mUuxG-gtxM,"1Tier LinF",0,89,90,0,0,0,0
_yz0FMafsmxNX1huDjyN1ggs4pMa7akLNAYPngiJ0BvDogE,웅필승,97,341,332,0,0,0,0
_Z5hMhGI09cqtmk7-ekcIgfOCBazffbp4bbfEDi-SjCJp2T4ujwlai7GDA,릐아코,20,235,230,0,0,1,0
_z7MVHyu05mKHM4SwRJPXnHeywXG8MsMFAKf_GPq2PpTuuI,kukafei,182,66,29,0,0,0,0
_ZdLBdxS1d39xXkdTMcEhGPcSGoi0Xo4IYkw7qOGXz9AioM,KDA 나르,184,153,126,0,0,0,0
_zJ_F3gTBm1GlWNTIo0BS-lTgG8Kggob1NaZvwaZBKUjOQ,VAOP,11,104,96,0,0,0,0
_ZT1D8tLWM96-oZHsCocmDxB6OhBR6fXjmsDtuiX7JkTCQ,스사교,31,233,205,0,0,1,0
_zuqtRCaUjGdp6lfzBDKaYH-bNCxXEVcUAPRx1IhYSSRFKzRRqZS5N9ZyA,laolaodewen125,24,249,258,0,0,1,1
-_bSF16MvLwkqUPH5B3HAeL7nbh8yM_SO1BK7m4trzBdTJ8,윤형 김,0,78,75,0,0,0,0
-_OHQfw5eroB9Isma6iSJUWiwPqhIZFC-QHic9Cvlk6CAg,Twitch 곰팡호,221,386,369,0,0,1,1
-_oopnyJmshtfHncN8WRn6tKTcKzFInoYgIoT4uV5NFXHeM,겁먹여,0,62,46,0,0,0,0
--UXJEc5L9LsmFO-B9xKNimp-7ckO_aLRkIg1Ne5XwJiOIOJzST0bUvOAw,pwsyltsdbyby,457,214,189,0,0,0,0
--Xj1NFgGwPop4STJtu7YiVOE3VMjVzUCNElHCfulrmF9O8,스틸정상수,4,518,520,0,0,0,0
-1mKoMKxu9pj6_m5kTCMnS2AKvXW8l1nxbPRScKW2LIGRWwyb0-l3FNorA,bayzhexien,42,125,111,0,0,1,0
-1YVEIPk6lsB6zuSI9cfCrn9TtdUujghKa-dEbshOQ16Bu4,봉미선주먹돌리기,223,115,101,0,0,0,1
-2OPMHzKoSExCRRgJkayMuYhzOKvEvMl7Ov6YhIrZpB6zA,한예슬,44,186,143,0,0,1,0
-3dJ_U2RP8GLQ6I1prDwasqMDXpJGJgY5TKsSxzzg3bb_zk,Daein Khan,44,104,99,0,0,0,0
-46-ohXwLiIHpyHLLm6_3UYWeReTQHO1AuedQ4VQVfzRUA,우람늘,95,354,365,0,0,0,0
-4gVN5NlhLzLqUULuDfUVE0DSTWjTc_oPVxK4BMybKk4eTM,유 틀,189,247,244,1,0,0,0
-4PEwpY_0JDth7jUDirpKobEc_yoGVXJw8kIatuHjvUEQPmETGvYLEWqvQ,버거킹1,27,179,160,0,0,1,0
-4rx0vHAWZH__U8Z5bVL87gvrcn9ReX14G1QV4voUSE057HLy9A47FNzBg,전부 재미없어,205,259,242,0,0,1,1
-5GcwVFfDxI2XwsCKlJa12qMUyjHiJLFolA5UEQimrcjOts,스털륑,1,92,82,0,0,1,1
-5SXHrOmuGRgyiSZJ7IYkEsmc8grn85GIOQRMpUU3Zn4Eg,멘탈진짜매우약함,75,236,229,0,0,0,0
-6aMW1cVP8HbfOpObFQw6AmeDXPasDyrIgrVebHT2IH4QBicw8oOv3_0Zw,리헨즈 빤스도둑,261,119,86,0,0,1,0
-6n92ja-oVCI0ZhasruheBVPWyoWTd_BlqjPyEk1mMVvTxE-,하루한줌건강한줌,284,348,335,1,0,0,0
-6Q0CgxnMfiax6QXrV-JAhU2uSZR1mbZwr57odRzrl3zSv4,노력파 000,128,67,46,0,0,0,1
-7LPmZAQdlV4zQao6yBrpvBC3EAViLq-iLBGbhcqf2BYAA,이젠그냥모르겠다,46,85,85,0,0,1,0
-7lVaxsqAmSkcYb8JbzTofgXo1GomtaerbsSAB65F3F18h4,일폼클영,22,35,30,0,0,1,0
-7snVUFqijOaDvwJvO-L3GtonQ69ZYzAfg-tjHYGEUhZJZw,왕춘식,348,156,139,0,0,0,0
-7yBeVQI33giRBkHytkGFaLJNOW0ky8EdvB5GjDldKuns20,KKCC,207,129,93,0,0,0,0
-8Gcck1nm3nijIx_y56y4DEWNjfYy0SMR5TVEM1QW99KsK4,햐 뮨,1,148,128,0,0,1,0
-9dze6bwf3ldz7cpWniaJ7dRJxajy4bJXUPFmod1SvSQU-goQkIPA9VfQw,지하바퀴벌레,0,91,75,0,0,0,0
-9EH--fJPjQ5W2UmI8U6CRZUpm3_b3Q37SVaYRnwPI3hQATR2OzKX1fjNw,수박 대머리,1,55,33,0,0,1,0
-9lbuOHC89t0B8chNhIoofR7HeNKlMDVfBucnfv0KSjt8g,어질어질하다그치,18,242,219,0,0,1,0
-9TLr_Hjiy5_S25gUf1dXLEjAAfXAm3UEZZ0m4eRGiMskkQ,Frost Seaweed,0,105,70,0,0,1,0
-AaBk2YFvMKqyGzuGILPpMwectSBonNlab2VtePjXm1f6HU,너영혼피하면이김,126,404,380,1,0,0,1
-aJacXwF67kbyQ5RQyIhhvBa98s_lNEddfmCCPXr3t-DcCBSaWfKol4Jtw,rainbow08,160,81,62,0,0,0,1
-AtoUq8a_BC2jfu0EqdPISbKL1wCTQg1QoioMTqh4DNBldU,M A 1 N,138,63,54,0,0,0,1
-axu7CzHD_IUWHBgDoQHHQ0CPtgNgeShxsnTOTDoHzOtaUU,Mayfly Life,240,55,45,0,0,0,0
-b5Aa40VCvaS4q_ByXTYNk9elfn-08npXM4f_OYVXJQ9S8Y,gnissorc,248,135,117,0,0,0,0
-BQVfSNykyMCaCSGOqyOIl_am7R4ZkKb7tBYxWj7GNDW3jk,하 품,54,186,151,0,0,0,0
-BTBvLuKhBCScJfSl9icqVmxVRUKjX1Rxj7anlYrXXbZiNKl,난 태형,111,220,188,0,0,1,0
-C_AOQ0qdlDjDuJw1QrCXyJVznvkK5VYlL9RIt-dMevhtdw,협곡 밀렵꾼,0,149,151,0,0,0,0
-cAqeQgpxYgwdRtuFJxmAz-p75gbEcoQ2rdIvTUbUaRgb5A,허트로커,1,112,97,0,0,1,1
-cg-0vd25qZMbNzuLAoD-NhIRB2ezNMuOuf-r1gdaJkN3DQ,격 사,0,115,109,0,0,1,0
-d5BPgHiUgy2z6LiYeo1DGtvBnyhVJv8Nqo8E54WSUNsxVI,몰티저스,22,57,46,0,0,1,0
-DGqru2QkySBhL93wE5ucAeZJKlEtmUULZ-gfr5c1JHOfic,졸린척,48,196,176,0,0,0,0
-dIJSXe0qze2rewFThhJFNwbK1dmWLwrO3mFgvRhLzckPQ,GALAXYSIS,358,72,51,0,0,0,0
-DLMiu-OQAaggtQuoR-p8a6rILkOQHPScaN6YrwkZv6zuZGHkAWZ_lV98Q,Euphorbia,24,125,91,0,0,1,0
-DqyQwrTLCjLafeLActKkN0zQg-4r6XYSJtUqA1QxLcDjvjD79vj_voq0g,IIIllIlIlli,1,588,548,0,0,1,1
-DVU8OXXQ-1US22y55RTFDo6QjsVjcf3vqOeD6_LuQPUizk,여기는중국서버,460,397,376,0,0,1,0
-dYVHFU-y9eG8ptyjhFZB53Hu1Y7eFO2MXkkd8NdN1uJJEyuqtmdHMCvCw,돈 비 어프레이드,305,389,379,0,0,0,0
-EnlqLIWIl48LBhgAoSQ6Ez0xDgDlEXMw5fLKRzZW6u9sA-cM9doUXe2-g,모래사막,216,90,76,0,0,0,0
-f9cjl7xKlpwWLbGq7sO05e5A0KEVfhusW94H5uMWI5-7No,너희너무멍청하다,0,408,383,0,0,0,0
-FiwCpPlInJn1-UPBhvM1cYaY4B5K4KPJWT-ucMJpx54tNw,한양공업고등학교,22,431,417,0,0,1,0
-G3y276Ydo3Yk0Y7-IZpVVbyPS3q_DBH06gWrFQFQsSNo_lqYDo1YG4RgA,Guess 0 0,154,157,161,0,0,0,0
-GTGSc4EY14pAk5iqD7vZXtrkIYb7A-eNGDttyywhzIA058,나도 언젠간,241,75,47,0,0,0,0
-HcF-AUQskj4znO097ds6txMcjRdG6Yzdk9jKRZVCosn4Q,ADgapzz,161,135,106,0,0,0,1
-HSE99XJQkT-4waMPqZLhxZuCslNpRUDnxzdGIa3IUCIArm0yDqqTG7KIg,wuxi uzi,3,104,80,0,0,0,0
-huzXsi6Z82eVME_AjIO8SQnBn3sI8URLOpjuoS3pWAOGLoDPnON0Bgf-Q,Kiss Master,0,116,112,0,0,1,0
-IsZGFGH_d4dUPE7_N-xW22BPnm8y2FshuIAXaJffPvDug,내몸에텔타라,1,324,343,0,0,1,1
-iX6DBAoIzUroiHW60b2Q1NpXsSDTfRidLCl1PAEsd_ZSA,진 입,29,65,56,0,0,1,0
-izBFOjFu4om0uhdSuseWyfK78BeSljjOkBu5x1-DYP0RXY,안녕 나는 동규얌,3,50,41,0,0,0,0
-jb6Gp1x4FerlaedraH3rrwmDk02Tats_npSmoE1eGOqG1w,bie hui tou kan,264,60,38,0,0,0,0
-joBE4LNoP66fV7dP8uwilO-sm5Q5q2lBsIpgVmqMV4t4m2m8Kk0YgdHMw,senluowanxiang,154,93,72,0,0,0,0
-JQunVeNHhvD6VHbKxmARcSXd8xBbYkbpWN_900F5wVKsV_Fyj4UNit_Ug,대탐험가,244,133,121,0,0,0,0
-kAeCDqH11foIYagUEMh8TzSnSp0DAWeJd2MEuXRTmcdDg,접으면 그만이야,91,129,98,0,0,0,0
-KbIi_SKpA_hfV1bnsl31zq6AWBA8ezbw_fzwW9_KTXqnw,TOP 쉔,16,109,110,0,0,0,0
-KHS9Boy3alX-24cfv1zYXpD0kcuLx54yHu8m2a9HFxEKJ3PXb2RFXerxA,시간의 숲,16,41,33,0,0,0,0
-kQh4P-bzJLt11KPeVOqfg0FX9aP6cOM_kRmywT2wWhlmWTmaOBOFhC92Q,쿨냥이 츄르 뺏기,76,58,45,0,0,0,0
-lCTipDIr8LDkMlqBBaoiB0xIcS5bckHMGyE4bf0JNdcY1o,단아한 빈,0,130,127,0,0,1,0
-liWx5djZBA0_zmmai8xPP0WXne19ACaX3uHdH9qmLRGsw,렉우쟈,0,45,42,0,0,0,0
-LKFu1jxAoQXah9_syChu5ndVCYnTOCs_LDdARUepRMeiS9vjOgoM_r8oA,북산고 남대근,32,48,40,0,0,0,0
-LlV7MCZpkKPZEMXkqTtvleALGNZl6AKJ4DoINDmV0h5pd0,CutyPink,1,38,29,0,0,1,1
