"summonerId","summonerName","leaguePoints","wins","losses","veteran","inactive","freshBlood","hotStreak"
"14Ff2zPs-RrGhYE2-906DuEHXFiC2wufCjHn_apV_VhBj35esCW18jFS3w",broken soul,814,181,159,0,0,1,1
"1a45CJwdsoUgzn3DPh6oyw_WZGwMnJ650cSN5cH--m_nDQ",Reggie Kray,788,177,152,1,0,0,1
"1d_44uLpwUAXn-n_CxeJ-P3WMgXwk_n8stoJMkXS-HgzQ9vCotG3QOsu4g",i half,786,307,274,0,0,0,0
"1DhAirOcXDehvpx_DrbZfhqYh5u2GT7a5WaOt4MC8G2AcA",빡금성,524,104,85,0,0,1,1
"1eNY2iVVxurOuCn8l7rX1LLEw_roN1cPTumfG_SqEMOsIRU",kyeahoo,756,216,193,0,0,0,0
"1My-21om_CZavJ1Zkw-FqveT54-LKQCVinf2C8wnpr9JOJ6bye0FcJJSfg",jiang you ping,553,123,67,0,0,0,0
"1OAvvCAIaf5AOH-L_QXThhuBwGgpCXplwbVzEVirP19qpA","95크라운",661,80,48,0,0,0,0
"1RcYs_g-j-A4zw0IlauPt_reu2Kzgd5BK1mFbEib2es2RuhGKKP16OezcQ",너만 믿는 너,518,412,386,0,0,1,1
"1Up8KsUued_ngsnVpVS3vW6Yvy1lXVPueTpffggfDuuhxusqXElWMcUUZQ",노오란감귤,453,345,320,0,0,1,0
"1WH60JsPPMbkwI6zM55G6_a7oHjLI5NB679kKm_i8y-J3g",카스가장임,619,304,273,0,0,0,0
"1wMicGQYqugfhUbgHMvkub7RWGGhHV2D3Fw0_ePEgJe7Ig",땅꾸넝,534,424,400,0,0,1,0
"1Yh0MhKHOu1fECueX0X-PRhuB2xYKfk-e71v9jSIAF8Vwik",K a e 1,740,114,75,0,0,1,0
"1z1r98a7MiMeQDSq1CoWFRnyuRabMN_eRnRmJgtQEyWdHQ",lactea420,638,318,291,0,0,1,0
"21qDAmar4r94qWN2zrhVDANtuGJJ7oM1holfHkKrMMHv0Kmk9dmSMLzoCg",알리스타한류스타,429,92,63,0,0,1,0
"2B7viXelTJPQR-KK_sGXaWctoCsdQdCk_6Lq8g5swiwT9pVi17s3kLalSA",단대미,817,201,173,0,0,1,0
"2cOfOjK9wQnuvPlfRcVARCbvS4MAzVn3f1sWpxsYgssPsxQ",Run Higher,537,158,136,0,0,0,0
"2D1E5LQzJJt2BCIYp6RRNkyziolqMX8na62ItopPBgHTipgkXPar_l1pig",xczxczqre,645,92,59,0,0,0,0
"2F9ZOsVK9KnG_6GIi1AhNvjA7AsSlCNKLuGmMt92mkLCwkQi",우바이라스트댄스,774,292,263,0,0,0,0
"2fR1subfsrUK9esILstSU-OkNIb9JNOnH-3itXpoZe37UpszR5jexu6g5A",폼글링,646,241,210,0,0,0,0
"2ktfBzz-_GHAin4qJpLxpdE04u3Yqw1WlG-rZF-bno3ZZVmVlbpt_wWFoA",함볼게볼게,800,138,95,0,0,1,0
"2oFZSTnSayN9NTtTwt1QUa0x5r6zMITBeDr0FVI6zJ_oPl4",조고마한 달기,729,124,102,0,0,1,0
"2u9hLVwRPoOXGZg6t_I4RRkC0ErjScmGABzwDSJ1sv-PgMYMbtRAuE8P3A",NS Haenam,678,511,481,1,0,0,1
"2xX4N_i2-lZHwQevetmMpySfFQC0-amJ8gLqE6W0_10jwTjPugGXIJzUAg","202020200",540,352,332,0,0,1,0
"35HqI2GzJ3no4F9wuQUuZWk4iHXL0GPxbncaOUsj1cCDCL-KwEeH6RfJdA",zzkidd1,610,130,91,0,0,1,0
"36vHbM7IdmWRMiXEjoyszsGidmxdEgDVBGYy54q56kdMY-g",이찬규1,604,158,143,0,0,1,0
"3EtkFt7j-wq3cXmd6YoVSrkIDK1lez_gHO9-yFE2fkDuvXE",나를 깎고 잘라서,533,235,212,0,0,1,0
"3fXfn7scaIWKhrW6jEJk8Pbk-gVTaeGzYS3GcmK4yTx9KDM",kiln,622,138,127,0,0,0,1
"3I2OrtbcfHDdr04IBX4cG1S-mErqIJXz_BNexu_roHBohovWKxWW5tIHWw",WBG Easyhoon,582,238,219,0,0,1,0
"3KxntvuDAzGe_Bqf-zFmFyjcSE5JIrYDDj3GW-Ub3F6hd6I",코두남,538,163,137,0,0,1,0
"3MNy3MDiHBQJ1F_941hs78Fro1WCvn6P4HtmpLaVZxcSZBi8GF6PC1awfQ",이러다여름이온다,717,226,200,0,0,1,0
"3oWBNNJ__eI6T_A4mnmDpgxIaS43kEcl-TpC18-jEfXTvJ4",공격 템,668,186,148,0,0,0,0
"3t0S0m8WGhbIaRxSljaj54oIS7UWiWQVS9Zwudsb2HQQ6jlD6koq05VN3Q",T1 susss,616,277,262,0,0,0,0
"3VtRs7gsGhWTp4i2WI_0el22x3zYaZq5Vw23c5zyatgIE4g",Akirameru,619,129,95,1,0,0,0
"40ZnKIMpwC9VM7xAlzcgt8YFYsjabqVHB5eBJaq_6VMgLD-u3ZtXpHbE6A","2023 NC Dinos",703,501,464,0,0,1,1
"47MIDOs-UmigbSDKd-1XxoTx4DvnBqmcZ1ADs6AnF9szrInP9jAbvjf65g",좋은 내일을 원합,532,133,85,0,0,1,0
"4BOGEoO3LITd9ziA8UJtvaXTJ2Mg4doC-N5R-BF3db8IWwM",겨울레몬,795,181,156,0,0,1,0
"4IP09mvGex1GkNG2XcGp3PqPphcu3WW7RhbK_1qlkmrr0As",불광아즈텍고릴라,606,181,155,0,0,0,1
"4J7n4PEfp5gUNdJI1jNUb9wxXrUcY2DRkfewJ98LrIjjivs",qwervzcx,697,282,259,0,0,0,1
"4PuuIs7ktFRA1M6_uImFjBW-u94HzH-aSNFB3KVhOIwGlPs",LOsT STarZ,524,168,147,0,0,0,0
"4R0ylCGfxadp4ve42pYV_eFnv5rqYhpKKKawFKAHFRXKs8x6hzbCSAeCzQ",대머리,603,263,248,1,0,0,0
"4RS4kPpCwRaViFU_edWeOu22YcylbLWznk9ugLqNo0N5RgMYyzFtrq1oxQ",iiiiilllloo,657,227,172,0,0,1,1
"4XFCY1M5_rpQd4Ii2-t0BrhgEifVq4BLP4pWPISiGg0tUsg",누누교수,560,305,280,0,0,0,0
"4Xk-mDrT9puikjF9zT8QTwmq_3s5vE-GAm-qdct7l6nUkQ",Azhy,745,224,196,1,0,0,0
"4zGFKYjFDklpPoa0l-kyGzoVaOt7oyyGZunmvyNOUUlCLID9csUwdGIwwg",Dear Theo,661,83,44,0,0,1,0
"52iv-pG6R9INRDlIVSEdzlkfY00QFPPwLhFPrUD_nQg2eA",daejun,521,138,86,0,0,0,0
"53NLjGXwzfvYZM_1UcW5KhwQQdCbEmaaA9SzWgFR0rYj6EAlqVES0rCTew",Minamiyume,563,198,162,1,0,0,0
"5iAASE6bRaV0NxODVsWMabtvs66Yc2X1ZXDDRbXAacPLwILs5KNA4OouNw",qi lin cai zi,580,287,263,0,0,1,0
"5in2ptkweGmd9EY8MkAexXdh_0Ov3OatPLwW8bv-4GwfPbI",트위치이성진1234,514,129,109,0,0,1,0
"5KhV-MJ95v0cZD9A1sTk8AOrIwdEBcWWa87yvTuCAEYps7c",언젠간 해피앤딩,522,70,47,0,0,1,1
"5qLYc9aU4e3uGKxQasOqs4svElotV7XEoiIYp5zlY2wsWY5RwRSe3EprrA",내 기억의 파편들,503,151,121,0,0,1,0
"5rZj2AlylN2FuwZP9trrbqm5-xvtGNxpsqwu1z0piBZDM11JVps72wvdxA",FA R0se,443,263,243,1,0,0,0
"5sTXyndzv5a923ZNfen_N0lmq1CQxG1crB1NlCo4TtjTvS8",boongwa,575,206,186,0,0,0,0
"5thfznWID91Sw-sjusvsiA-A8nbf5h3sNa67In4J4NumyHLNjJ8WvjK2Cw",wy41,534,286,236,0,0,0,0
"5valwN-Gq3pin73wbVoWHd2oOcDR3Bb7pV8yrS-9D6-ze9Y",soonhari,530,218,199,0,0,1,1
"5vnCbrugwarGvepsUpoGooje6itNkT4sYO8VcFExmxAhCqw",열심히안할생각,525,273,247,0,0,1,1
"5zS6rqVurbAt3p-0LSrLKSCitBNhb1zUPLItRA-McMiGSg",팀운테스트하는중,617,286,272,0,0,1,0
"63oJupVIB3MZ_xUuQHbR4qsyFo2qxCdDnNtZ7zo5Ownhxt8",하얗고예쁨,530,86,64,0,0,1,0
"64crk2l7wULUz3H6w_4jDl37GWZZx0RTquPBAjT-py7WecWyHrjqE0ye2g",좋은 커피,735,189,125,0,0,1,0
"6b1rA14x9QqYHtrEq4SiNC-nzXyaAH4HuV__EfTNF0A5NtKNd25U7lzm_w",mmhgr,767,229,199,0,0,1,0
"6D5QdNVdCWf52_-CeXl_xcM7u2glZ5eikChaIQYtu3leEFQ0GtezyU405g",ONIT BOSSS,698,138,99,0,0,1,0
"6LzQYjKJQazizzJ6aa3xF_OaRhE2c1jlZ-5BYXVJENGb2Q",Victoria Island,571,117,89,0,0,1,0
"6OcroEXNX4hGvipKarOSvZU1wXtdauNxSdgUAXkGMxULJaGoqKhD2_pu9w",TnT kexi,530,143,107,0,0,1,1
"6upBAY3MwybOr7i1TLr644DkbG6GYvSeHmtLox6CePYGo3s",야돈급 반응속도,540,190,156,0,0,0,0
"6XMHKy4eOrH2mlSX79x7iOglqiPZs0NuHqziY-8QK6Le3g",Yoon SeokJun,565,216,189,0,0,1,0
"6Y_tvYcIE6ToL8mwFaK4kjgr7goTPwpyDdpmwCGu7gk51oY",슈퍼빅고수,659,178,150,0,0,1,1
"756QGjf2eqX_H04HaIdpzNK5ibSF5aIuKbvvcs5yRJgw9afRwBRg13-IUw",하코자키 세리카,610,121,89,0,0,0,0
"76Fa62fJrjn7sQkYbeVs6DmTNEx8-fTuBIvFKz-xwh70d_4",현주입니다,580,124,104,0,0,1,1
"7cCQRVN9-2D8lHEaOE5YM7G9J6Yb0UhG0CCXgI3qz3MKDQ",후쿠시마산꽃게,675,171,139,0,0,0,1
"7cxSqvHcQeMnRA2R7LX7uEhNFizMU7LL62hwSIBvCqaLGCE",unhappy i,623,113,85,0,0,0,0
"7GZj3h7j8q4igzPB4_6S9AVLx77o55cLk6IAWRKEt7N7-l7e8DszHi5o4g",bili71027935717,766,195,148,0,0,1,0
"7HTNFnBN_51C44PyPFXM0YBqVnXfA0jkIHmq_bqW0JWFP_0",엄상훈,561,243,207,0,0,0,0
"7hUbSCO18OTcSEbe0iZUFrL0I1U79_geBfYc6iPjNbq3N-7CiKQZ-bqZ5w",no more slacking,526,416,373,0,0,1,0
"7I_u9_Fm-jKWh09z2KFN1O1dtXBxlHDXEbgCypAVF2O0bz0",Gen G Winner,554,70,41,0,0,0,0
"7OVVYeJPrzD5hhe593G4OnvNfYuEeqkzDxzP6eN7rHuB7RE",꿀벌왕123,722,310,277,0,0,0,0
"7PL6XPppVA2xXCNJ_yasKIO__U7H9jDt3e-PMlbDQ_PhJV8BJP0bAAOthg",hzyw,817,187,141,0,0,1,1
"7rPhC1aKGfVh3xFzjAjgzJ1Xk5lH5S4fRihKpr2rlKf089Kr2aXsCYm9Qw",FA xHun,538,266,246,0,0,0,0
"7RSf0QHYNXgadPj0O62uGyKkNMDv6vnGIA6EgaUTUsIcsLw",사소해zz,700,448,416,0,0,0,0
"7uuYhsyd3qPv1QLOvtvCyrlwnk1YE2j7rwkGePN52eI3V_U",노력 미래,632,169,142,0,0,0,0
"8ak0blV-o9kF8Ito3PbgPEEIWg7C3T1DdiD37BaZEzTgG1E",DWG Ghost,720,230,189,0,0,0,0
"8gY1vcV0hzZRPeF8HwfOBRjFuKwuW6Eb1EDjm2nYGBMMNoI",거l 놈,521,228,211,0,0,1,0
"8jLAWN2hjrHnhwBv4ChMcVsSFuDeUBNPEaQdfjonWPXHOg",뭐라고번역하지,801,173,145,0,0,0,1
"8n4OuRK7GkMQyQrNzJ4xDLiSwYqBZK-qN0353IAN3W2BTj0",용진아,617,172,145,0,0,1,0
"8NwkPPQjaa4JqZuoYX7GWXNwjnLmSuw9aXBvb5MJmZhCl209pRm3G1vnlA",요괴 모험,775,206,173,0,0,0,0
"8OlFiXYoF2qar3WS8riwMHQIsMdVSs5WH-8OzvpiQegppv5L90qK9s6nnw",농심 흐흐,531,109,85,0,0,0,0
"8PVyPhX6r4ZwvBdLyJmJMx-yMRubl0gdR0vwl9uIC4oCG-dqK-PZLkHC8Q",zhusang,460,149,114,0,0,1,0
"8sXNW3ITEdW_YUMTfyDdkzbcwcbPLLyTcsqyOgTM5E-B1-Qef5rIn3A_aw",kitasanb,813,219,182,0,0,1,1
"8uHlGIXLIqspBY9QKd4jnl0D5rSgtUTF9Pmcx-7GcVLOE_I",qoba,603,206,185,1,0,0,0
"8wJRzz1SwWZIOyBtEfQa4_HIZ3K-U2FiBoG3Gmd-Hp0LFfolNKak97nKFQ",LyXxxx,702,545,510,0,0,1,0
"9-3bvIbTRXeI-fWYyX95IfA2nF3eY6WXmFvDlwMObPDg1gc",상식적으로,608,98,77,0,0,0,0
"983oQ8HAWtU1Q72_eWafS-PutXrped-HOpY4i-B69Vi8zcR5fNC97CPqcQ",T1 NNNuguri,684,250,209,1,0,0,0
"98kCMyk3ebemz1bPf3EbzypnBiZ0H9LfN8slbzBsJYcroVuSu7HqVmqVpg",Prettysavagegirl,591,62,36,0,0,1,0
"9apOM0XuwD2-OczRaM-z1wRrI_XaO_YIuuzWm4BkcOpATeY",진라면순한맛사랑,759,114,82,0,0,0,0
"9aQfINL3urbG6vFdhFJV-yumkOY-JRQKxEl7fB7ybNQORUE",Enosh3,595,272,249,0,0,0,0
"9f6nFqe8_wR7MwxK0f623CiZGgVzG1MwiQxI2WTM0CsALPJK5gr2xX-m7Q",ge li fei si  z,708,256,199,1,0,0,1
"9fQ1_rrdRpfgfGxkZDnL4XCP3bcDeIcmJi0zLRH7oxfGpxgbWn2WEfKz9Q",Allo1,480,304,294,0,0,1,0
"9gZFYaDZXruZtSG1LLc7IUnizqko81oFWCw-vTIW7WCxQbrN0H4ZHfR2Qw",pppxxx,535,161,132,0,0,0,0
"9hH-lJZPAJjJC--LLYcWD8b8Bif4w-VfW_1OC9gwgczfCA",DK 에이스,567,225,202,0,0,0,0
"9HhUwIn4GBt3VAX-Xpf1yMzMksc2g6xq701Qh7CJ-R6shNCmdwNZoBEOFg",ben dan xiao you,491,347,332,0,0,1,0
"9ieriimFGKVocTc4lAg4RUS3hbJwQ259kBsnjqSLwFCVAtfZKIxeKPqRzw",우주 럭스,582,91,69,0,0,0,0
"9MlzjVkGYv1ba0l3394bTYYjqs6A2DPrK4hzZL5HFDtzw10MLH_zJpMHWQ",나는야 킹찌찌맨,532,212,173,0,0,1,0
"9mXIJ4uyAcwKCMP2HMRbHo_Fw4hFaoUQNJNe9_B_7RvPcbY",Jerrya,611,468,446,0,0,1,1
"9niN0_xpDTdml-e1pglmNjSDc5O7eFWQxEDLbet044INuJg",읏 자,528,87,62,0,0,1,0
"9q4gSwTIqOnzIJbrlaXE2ex5qo3mqinEJ7bE8iJTHrO-v8w",Sharx,820,375,350,0,0,1,0
"9sPeu-2mhWro3OGfMmvD7wcvsHgquecx4BmI6AAjKVmmd64",자신감바닥인사람,519,209,184,0,0,1,1
"9Tn-4mUQDI2e9JeFPGLE68CGgvPVNCqXBPpMvgrBTNvktia4VRrO7Hp0zg",tan yu lie shou,594,205,156,0,0,0,0
"9tWY7fA3iecezVR10EtE5yDnI_WfgiQU4MTMSV5gpR-uC6mu",oifsdx2,660,283,265,0,0,0,0
"9vdbJ_WgrefJE0QEBQioJiZiBJ2rGvXz9H1Glmv-6tu4ZPDknqSA3gxT1w",정의의 양진우,613,127,96,0,0,0,1
"9wootVObk-7Scw9T3u4Y9kDVsvnKlEuMtdUE4xiSMsoLsWmADQoBf5NFUg",yixiezhidi,811,100,60,0,0,1,1
"9yWuv7H_BKZ8PNTfSOMusnNN97VMkm8BgLMMFVKalQNKuDbkum0WrEHLwg",T1 Silky,558,237,217,0,0,0,0
A_ad3F-MxzXZy9QyGiIeamUE_IIRwjUAys5x_Y4oQJP-LXlYafCsHKoiHQ,HUIHUIADC,519,145,97,0,0,0,0
A32_S9XjGsjD1CZs-0aTECmKUSO1ltvBlp4HeH2q7USuJYg,렐복치,553,141,118,0,0,1,0
ABv_0hiLy8X1bX_9nSqpLUqJ7FYvKSAd4a8fwvGSUPgiXA,강한행운형,603,340,316,0,0,1,0
acDmaDqPl-egr9ek9LRFhINHTEEZyHLRNGWA17QhXUYMxj0,조성이,588,275,254,0,0,0,0
aCR6iMLWBQz5StR8QZdXGlmbL_EuR7UjfRU8-UEozLAV0MT0WgJCnqk2RQ,H1ng,525,235,222,0,0,0,1
aJER_k2C6bxrwewhb3ggclZg0J00Ta3fRPb3LuYpPbwf-CfkJidgy9Gubg,덱시루,632,120,102,0,0,0,0
AK5INYsjONseK0PiO0z_8OWiEriaTBEpz6S44lUXgxnXig,캐리할끄야,529,169,150,0,0,1,1
aknaOTzJ_ehK6LA9OLjXdhGIR2DIT_7WdSRRRDpSwUsKKOk,원광대 옥진영,668,191,137,1,0,0,0
aKVJFL3CvIeKvlg-JHizg9B766khUn_In6qi-jDeSMKZLrfh5O6_KYezPQ,독기품기,530,206,182,0,0,1,0
aMcOwiXLtPdaF9Mzx5jSGF28ZOa9V1umn0TxZQFGsee0aZ4,TANG WEl,519,121,74,0,0,0,0
auZw9VFhaVi2OsH1U8yhbuwwlcTD11DkgWLtVOeTKUMxywPJ0hECEd4x4Q,방송인 손주녁,722,149,124,0,0,0,0
AvMUMsIkurL3QeJuvFWg6uF2o2gU1izUB4qVhGcCoC3u3Bo4Nu8NcdSVSw,Turned to leave,515,202,177,0,0,1,0
AXaH4c7MvAKMCjkh1hEInoFJO80tMhNLtOianTrEIjz8ol8,밀리마스,659,294,267,0,0,1,1
aXueUIflwtjPwdTiR0pa2T09SJgpCb32-TR7WCgJvK0072w,틱틱딸깍딸깍캐리,523,221,199,0,0,0,0
aXVDaDHWFyFzt7OcMHn69uU8R_-zBcm5Z-QUGONo5_5iksI,GRAVES KING,542,201,149,0,0,0,0
axZDbzLSW3RkaSL0WUy7FpANa5Ey7jXRFBU9Oc3ajFWZQS4,그냥 살아라,538,252,211,0,0,1,1
B0_uXiOFUlnWfdHxFmRNUQtGplRs2xxBisNffLmr1d9i5c7vp9JHB6n4Rw,워 드,649,125,94,0,0,0,0
b3qSsBKuuc8bE46pCptBsf9Ls9SlVNywRHxT91d0T7BIFaKh,청포도육포,617,156,139,1,0,0,0
bAirYoWABRq2uSGtgFwI9PeQAH1pSTWTxvdMbzwmHoTHeVA,BRO Morgan,842,202,179,0,0,1,1
baQPYlKmdlMaMaL8MTV1BqIZ4rj2utnRtxowL0uLrlS_6sElt8VfGHUoug,xrzs,728,527,476,0,0,1,1
bB3ABmpM0MBYSthw4CKwfKju9FAnmcViGFoepUxVZULw9qF_xYv8DkVRSQ,DK Bible,835,220,193,0,0,0,1
Bbj5SZ32ZZidc_VUk5YVcNcgyQ2eOkZsLLE0GzOMsAupmmY,zenbukorosu,759,370,346,0,0,0,1
biZfCRqlBXT1Tjf1UrOpjQj4NORcuGbtsb9ycRJBIVgqB_c,너 보고싶어,626,313,278,0,0,1,0
bj2xyrjLi7BAPCIZpi_YmOmwGsxC2N_Sl7tcvYE8xXBurwKzf-YeY4MJvA,슈퍼히어로6,785,177,130,0,0,1,0
bmgX8rn_scksc5SiUrl5HTRhNaLp85A9bibLpzIm1dTk_qg,Attack 0n Titan,815,452,427,0,0,1,1
Bmy3JXlT7eU5s3ZmeO-t2bOwQOEBUQlcIZ9Eghe7hCY4ON8,승재 01,646,159,129,0,0,0,0
BOr0PpcH5nkkJA_mX_ky5Ziq6meu10OWTOrUQoVTl1fvK8rg,베스트 프랜드,541,149,131,0,0,1,0
BOXqR43JZ19jnBYepGRWOVlX05kXRIr1bG5PzU9HXmHL3g,화가잔뜩나있어요,556,489,424,0,0,1,1
bQTzBEZHTCbswtWuESclpr_6rGFcAnyUjXZj5PPpEzj9Lg,물다이아,685,149,124,0,0,0,1
brxq0ST8lzASvTcePlPWDsAjw7QyDyoZ9WUpzVv51ELR-fs,전 세 종,534,120,98,0,0,1,0
BSDxRZT5K73qOmLDHoLvpjDLABVLntVGm5cgOECE4enp7w,UTAFANB,789,106,79,0,0,1,0
bvvJGkA-W6a2vypMQpt3gT9VHGSBjpce_IqICEoLjoI4nEI,스눈이,541,160,132,0,0,0,0
BWbdMXpyiBITwQaynMPrmov29giuAXF07UX-w45heKozQEE_FK3ed_rFFg,na xie nian,608,137,114,0,0,0,0
byi_doAgKYvKWYXDkM6Yq_Dcfd-AgrI9ZA5BPV6D1sORIlU,뽀삐의 피지컬,524,192,162,0,0,0,0
bZh5TkTgO8ymlBk3GNYiNTUYawinSXcnVXaBWX2Civ3oRhjFC__jZeuVgw,고된 하루의 끝,613,78,47,0,0,0,0
c4jNmMPn6O9qCbNa_DH3idYdk_flS2gY8s-aMC_HQneGdJY9WpfxvTAsDw,IG Jg,525,80,27,0,0,1,1
C4yORx1CBgo2Epv1HMorCE2_Z3iYj_ty6pEI9npuASNqDJ4s,사람아래사람없다,542,154,122,0,0,1,0
C6O7wVU6p28wEYyHQ411Nw_kKsOHx3YnKN0LkmrYljxI9Ow,ToongE,719,288,263,0,0,1,0
c6pUSW0-rUO1f44WgjTrSkLm_mzluDZ17Nt5yBy0IxfK3m3n4RElliDYMA,시드마이어의문명,688,168,133,0,0,0,1
C8WkbtbGNJuE5VzuQ0NaY1FkXggU2n5KzduG7AHWLu28pumexo7ey0qdbg,Molly HuaZ,582,73,26,0,0,1,1
cAn9Ak_vwi6RPlbJ8ve0lapxAki-9P_JWZPQdhwRSrAtmgs,Imagine Legends,603,182,161,0,0,0,1
cbqUX_kvDI_CBvo3iCAz9pgZ1BjyCIF8NYkULUn7J6_aGUGamxCdbSKofg,T1 WBG LOVE LWX,618,318,282,1,0,0,0
cE7R0X9a6YmignMBpF47JWuL7Bp7JVFYfxFMWklEL5IDZNY,youuu,543,279,261,0,0,0,0
cEaj7yPPhvy_bGLeQ6QI2GK3ugopw0N_a2a6nHZD7WYjsAA,DieThal,740,327,300,0,0,0,0
cFDXjDp5qqJcr7eEO23lsIf4TEJzr3JBCUBs8EaEamNB29BFON9yF1x-3Q,tai xin ku le,738,155,91,0,0,0,0
cfV-prGY1FF_t1f9HrC9aeX3_1HCW2q9LrVXoUGzDP9_PpCBJtDnREnCxg,eightQAQ,648,165,151,0,0,1,0
chA4Y6bPb-8wzmgkhe-4XWGn0paNmvwlg9C4AY49YwiSKW4,맥날맥윙4조각,573,126,100,0,0,0,0
CkdzmhyO7pjqLGU5YCZezXDVQTMWPNyQKfA-D_-a0JkGUvop,Academy KDF,660,299,269,0,0,0,0
cm1CWrT3uFl6ikmM9nX-NY-Wn6bOw50G7XNiK1VGh79QmC4,Lukalux,677,222,193,0,0,0,0
Cmeg18At9JSeDq2skUA61Ye1xImtxPuXGjV3-hJIyhPmwM5LlKCxieTpXQ,nothingtohappy,694,176,141,0,0,1,0
cms8Vy3Wh3BRSVNSjDJh6AVuAQ4RhrPXmHWvdGRut_7t920,예 샨,668,149,117,0,0,0,0
CP1KTb20ZMiIB-Oo4D7qQgl7TsxAeR3y_qdqhvSTKQDbiRjtBPtHIoxnVQ,지응성,549,220,195,0,0,1,1
cQhyb9mid-Rwq9-95ggYhhvlhuW8aueINuQ6tfu6SNFvCAU,별을 품은 밤,514,152,101,0,0,1,1
CqlvhwZrtTlKS2vpqGr61zEi6sBm_jMuVfyfpXriLTdi_iA,고양이가면을쓰다,584,468,440,0,0,1,0
cQM8QskIexRRjb8dNeBwT8ov3X1hoP271fzxLYk1KIqh1dOD9l5kcDrCRA,"9474500519827645",600,128,100,0,0,0,0
