,item_id,item_name,item_desc,item_icon,item_plaintext,item_totalgold,item_basegold
10,1033,마법무효화의 망토,<mainText><stats>마법 저항력 <attention>25</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1033.png,마법 저항력이 약간 증가합니다.,450,450
11,1035,잉걸불 칼,"<mainText><stats></stats><li><passive>불태우기:</passive> 적에게 피해를 입히면 일정 시간 동안 불태웁니다.<li><passive>승부의 길:</passive> 강타를 5회 사용하면 이 아이템을 소모해 강타를 <attention>승부의 강타</attention>로 업그레이드하고 몬스터에게 입히는 피해량을 증가시킵니다. 승부의 강타는 챔피언에게 표식을 남깁니다. 표식이 있는 동안 대상에게 적중 시 추가 고정 피해를 입히고, 대상으로부터 입는 피해량은 감소합니다.<li><passive>사냥꾼:</passive> 대형 몬스터 처치 시 추가 경험치를 얻습니다.<li><passive>만회:</passive> 정글 또는 강에 있을 때 마나를 회복합니다. <br><br><rules>이 아이템을 <status>소모</status>하면 모든 아이템의 효과를 영구히 얻고 몬스터에게 입히는 강타 피해가 증가합니다. 정글 몬스터보다 미니언으로부터 더 많은 골드를 획득했다면, 미니언으로부터 얻는 골드와 경험치가 크게 감소합니다. 광역 공격 시에는 체력 회복 감소 효과가 적용되지 않습니다. 게임의 평균 챔피언 레벨보다 2레벨 뒤쳐졌다면 몬스터 처치 시 추가 경험치를 얻습니다. </rules><br><br><rules>승부의 강타는 기본 공격 또는 스킬로 피해를 입힐 때만 대상을 불태웁니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1035.png,,350,350
12,1036,롱소드,<mainText><stats>공격력 <attention>10</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1036.png,공격력이 약간 증가합니다.,350,350
13,1037,곡괭이,<mainText><stats>공격력 <attention>25</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1037.png,공격력이 상당히 증가합니다.,875,875
14,1038,B.F. 대검,<mainText><stats>공격력 <attention>40</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1038.png,공격력이 대폭 증가합니다.,1300,1300
15,1039,빗발칼날,"<mainText><stats></stats><li><passive>불태우기:</passive> 적에게 피해를 입히면 일정 시간 동안 불태웁니다.<li><passive>차가운 길:</passive> 강타를 5회 사용하면 이 아이템을 소모해 강타를 <attention>혹한의 강타</attention>로 업그레이드하고 몬스터에게 입히는 피해량을 증가시킵니다. 혹한의 강타를 챔피언에게 사용하면 고정 피해를 입히고 이동 속도를 훔칩니다.<li><passive>사냥꾼:</passive> 대형 몬스터 처치 시 추가 경험치를 얻습니다.<li><passive>만회:</passive> 정글 또는 강에 있을 때 마나를 회복합니다. <br><br><rules>이 아이템을 <status>소모</status>하면 모든 아이템의 효과를 영구히 얻고 몬스터에게 입히는 강타 피해가 증가합니다. 정글 몬스터보다 미니언으로부터 더 많은 골드를 획득했다면, 미니언으로부터 얻는 골드와 경험치가 크게 감소합니다. 광역 공격 시에는 체력 회복 감소 효과가 적용되지 않습니다. 게임의 평균 챔피언 레벨보다 2레벨 뒤쳐졌다면 몬스터 처치 시 추가 경험치를 얻습니다. </rules><br><br></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1039.png,정글에서 마나 재생을 돕고 몬스터에게 피해를 입힙니다.,350,350
16,1040,흑요석 검,"<mainText><stats></stats><li><passive>불태우기:</passive> 적에게 피해를 입히면 일정 시간 동안 불태웁니다.<li><passive>자동의 길:</passive> 강타를 5회 사용하면 이 아이템을 소모해 공격-강타를 업그레이드하며 몬스터에게 입히는 피해가 증가합니다.<li><passive>사냥꾼:</passive> 대형 몬스터 처치 시 추가 경험치를 얻습니다.<li><passive>만회:</passive> 정글 또는 강에 있을 때 마나를 회복합니다. <br><br><rules>이 아이템을 <status>소모</status>하면 모든 아이템의 효과를 영구히 얻고 몬스터에게 입히는 강타 피해가 증가합니다. 정글 몬스터보다 미니언으로부터 더 많은 골드를 획득했다면, 미니언으로부터 얻는 골드와 경험치가 크게 감소합니다. 광역 공격 시에는 체력 회복 감소 효과가 적용되지 않습니다. 게임의 평균 챔피언 레벨보다 2레벨 뒤쳐졌다면 몬스터 처치 시 추가 경험치를 얻습니다. </rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1040.png,,350,350
17,1042,단검,<mainText><stats>공격 속도 <attention>12%</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1042.png,공격 속도가 약간 증가합니다.,300,300
18,1043,곡궁,<mainText><stats>공격 속도 <attention>25%</attention></stats><br><li><passive>강철 촉:</passive> 기본 공격 적중 시 물리 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1043.png,공격 속도가 대폭 증가합니다.,1000,400
19,1052,증폭의 고서,<mainText><stats>주문력 <attention>20</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1052.png,주문력이 약간 상승합니다.,435,435
20,1053,흡혈의 낫,<mainText><stats>공격력 <attention>15</attention><br>생명력 흡수 <attention>7%</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1053.png,기본 공격 시 체력을 회복합니다.,900,550
21,1054,도란의 방패,"<mainText><stats>체력 <attention>80</attention></stats><br><li><passive>집중:</passive> 기본 공격 시 미니언에게 추가 피해를 입힙니다.<li><passive>회복:</passive> 일정 시간 동안 체력이 회복됩니다.<li><passive>견디기:</passive> 챔피언, 대형 정글 몬스터, 에픽 정글 몬스터에게 피해를 입으면 체력을 회복합니다. 회복량은 체력이 낮을수록 증가합니다.<br><br><rules><passive>견디기</passive> 원거리 챔피언이 보유하거나 광역 또는 지속 피해를 입었을 때 기본 회복량의 66%만큼 회복합니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1054.png,방어에 특화된 시작 아이템입니다.,450,450
22,1055,도란의 검,<mainText><stats>공격력 <attention>8</attention><br>체력 <attention>80</attention></stats><br><li><passive>전쟁광:</passive> 모든 피해 흡혈 효과를 얻습니다.<br><br><rules>광역 피해를 입히거나 소환물을 통해 피해를 입힐 때는 모든 피해 흡혈이 33%로 감소합니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1055.png,공격에 특화된 시작 아이템입니다.,450,450
23,1056,도란의 반지,<mainText><stats>주문력 <attention>15</attention><br>체력 <attention>70</attention></stats><br><li><passive>집중:</passive> 기본 공격 시 미니언에게 추가 피해를 입힙니다. <li><passive>흡수:</passive> 매초 마나를 회복합니다. 적 챔피언에게 피해를 입히면 회복량이 증가합니다. 마나를 회복할 수 없으면 체력을 회복합니다. </mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1056.png,스킬 사용에 특화된 시작 아이템입니다.,400,400
24,1057,음전자 망토,<mainText><stats>마법 저항력 <attention>50</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1057.png,마법 저항력이 상당히 증가합니다.,900,450
25,1058,쓸데없이 큰 지팡이,<mainText><stats>주문력 <attention>60</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1058.png,주문력이 대폭 상승합니다.,1250,1250
26,1082,암흑의 인장,"<mainText><stats>주문력 <attention>15</attention><br>체력 <attention>40</attention></stats><br><li><passive>영광:</passive> 적 챔피언을 처치할 때마다 중첩 2회, 어시스트를 올릴 때마다 중첩 1회가 쌓입니다. 최대 10회까지 쌓을 수 있으며 사망 시 중첩 5회가 사라집니다.<li><passive>두려움:</passive> <passive>영광</passive> 중첩 하나당 <scaleAP>주문력을 4</scaleAP> 얻습니다.<br><br><rules>획득한 <passive>영광</passive> 중첩은 이 아이템과 <rarityLegendary>메자이의 영혼약탈자</rarityLegendary>에 모두 적용됩니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1082.png,주문력과 마나가 상승하며 적을 처치할 때마다 더욱 강력해집니다.,350,350
27,1083,수확의 낫,<mainText><stats>공격력 <attention>7</attention></stats><br><li>기본 공격을 적중할 때마다 체력을 회복합니다.<li><passive>수확:</passive> 공격로 미니언 처치 시 추가로 <goldGain>1</goldGain>골드를 얻습니다. 공격로 미니언을 총 100회 처치하면 즉시 <goldGain>350</goldGain>의 추가 골드를 얻고 <passive>수확</passive>효과가 비활성화됩니다.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1083.png,피해를 입히고 적중 시 생명력을 흡수합니다. 미니언 처치 시 추가 골드를 얻습니다.,450,450
28,1101,새끼 화염발톱,<mainText><stats></stats><li><passive>정글 동료:</passive> 정글에서 챔피언을 도와주는 <font color='#DD2E2E'>화염발톱</font>을 소환합니다.<li><passive>화염발톱의 화력:</passive> 완전히 성장하면 주기적으로 챔피언의 다음 공격을 강화해 적 챔피언에게 추가 <passive>피해</passive>를 입히고 <status>둔화</status>시킵니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1101.png,,450,450
29,1102,새끼 바람돌이,<mainText><stats></stats><li><passive>정글 동료:</passive> 정글에서 챔피언을 도와주는 <font color='#38A8E8'>바람돌이</font>를 소환합니다.<li><passive>바람돌이의 발걸음:</passive> 완전히 성장하면 챔피언이 수풀에 들어가거나 몬스터를 처치할 때 <speed>이동 속도</speed>를 높여줍니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1102.png,,450,450
30,1103,새끼 이끼쿵쿵이,<mainText><stats></stats><li><passive>정글 동료:</passive> 정글에서 챔피언을 도와주는 <font color='#1CA935'>이끼쿵쿵이</font>를 소환합니다. <li><passive>이끼쿵쿵이의 용기:</passive> 완전히 성장하면 챔피언에게 <shield>영구적인 보호막</shield>을 씌워줍니다. 이 보호막은 몬스터를 처치하거나 전투에서 벗어나 있으면 재생됩니다. 이 보호막이 유지되는 동안 강인함 및 둔화 저항을 20% 얻습니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1103.png,,450,450
31,1104,전령의 눈,<mainText><stats></stats><active>사용 시 - 소모:</active> 전령의 눈을 파괴하고 협곡의 전령을 소환합니다. 전령은 가장 가까운 공격로를 이동해 경로에 있는 모든 포탑에 큰 피해를 입힙니다.<br><br><passive>공허의 자취:</passive> 강화 효과를 얻습니다.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1104.png,,0,0
32,1500,관통 탄환,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1500.png,,0,0
33,1501,요새화,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1501.png,,0,0
34,1502,이중 갑옷,<mainText><stats></stats><unique>고유 지속 효과 - 이중 갑옷:</unique> 근처에 적 미니언이 없으면 입는 피해량이 0% 감소하고 고정 피해를 입지 않습니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1502.png,,0,0
35,1503,파수꾼의 눈,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1503.png,,0,0
36,1504,수호자,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1504.png,,0,0
37,1505,번개 막대,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1505.png,,0,0
38,1506,이중 갑옷,"<mainText><stats></stats><unique>고유 지속 효과 - 기지 포탑 이중 갑옷:</unique> 근처에 적 미니언이 없으면 입는 피해량이 0% 감소하고 고정 피해를 입지 않습니다. 기지 포탑은 체력 재생 능력이 있지만 현재 체력에 해당되는 상한선까지만 재생됩니다. 체력 재생 상한선은 총 3단계로, 33%, 66%, 100%입니다.</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1506.png,,0,0
39,1507,과충전,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1507.png,,0,0
40,1508,방탄 양말,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1508.png,,0,0
41,1509,체질,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1509.png,,0,0
42,1510,특이 체질,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1510.png,,0,0
43,1511,슈퍼 메크 방어구,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1511.png,,0,0
44,1512,슈퍼 메크 전력장,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1512.png,,0,0
45,1515,포탑 방패,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1515.png,,0,0
46,1516,구조물 현상금,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1516.png,,0,0
47,1517,구조물 현상금,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1517.png,,0,0
48,1518,구조물 현상금,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1518.png,,0,0
49,1519,구조물 현상금,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1519.png,,0,0
50,1520,과충전HA,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1520.png,,0,0
51,1521,요새화,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1521.png,,0,0
52,1522,포탑 강화,,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/1522.png,,0,0
53,2003,체력 물약,<mainText><stats></stats><active>사용 시 - 소모:</active> 15초에 걸쳐 <healing>120의 체력</healing>을 회복합니다.<br><br><rules>최대로 보유할 수 있는 체력 물약 수는 5개입니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2003.png,사용하면 일정 시간 동안 체력이 회복됩니다.,50,50
54,2010,굳건한 의지의 완전한 비스킷,<mainText><stats></stats><active>사용 시 - 소모:</active> 5초에 걸쳐 <healing>잃은 체력</healing>과 <scaleMana>마나</scaleMana>의 8%를 회복합니다. 비스킷을 먹거나 팔면 영구히 <scaleMana>최대 마나가 40</scaleMana> 증가합니다. </mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2010.png,,50,50
55,2015,키르히아이스의 파편,<mainText><stats>공격 속도 <attention>15%</attention></stats><br><li><passive>충전 상태:</passive> 이동하거나 공격하면 충전 상태로 공격할 수 있습니다.<li><passive>충격:</passive> 충전 상태로 공격 시 추가 마법 피해를 입힙니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2015.png,공격 속도가 늘어나고 충전식 마법 피해를 입힙니다.,700,400
56,2031,충전형 물약,<mainText><stats></stats><active>사용 시 - 소모:</active> 충전량을 1회 소모해 12초 동안 <healing>100의 체력</healing>을 회복합니다. 충전량은 최대 2회이며 상점 방문 시 다시 채워집니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2031.png,"일정 시간 동안 체력이 회복되며, 상점에 가면 다시 충전됩니다.",150,150
57,2033,부패 물약,<mainText><stats></stats><active>사용 시 - 소모:</active> 충전량을 1회 소모해 12초 동안 <healing>100의 체력</healing>과 <scaleMana>75의 마나</scaleMana>를 회복합니다. 회복되는 동안 적 챔피언에게 기본 공격 및 스킬 사용 시 적을 불태워 3초 동안 <magicDamage>15(마나를 회복할 수 없을 때에는 20)의 마법 피해</magicDamage>를 입힙니다. 충전량은 최대 3회이며 상점 방문 시 다시 채워집니다.<br><br><rules>광역 또는 지속 피해로 발동된 부패 피해는 피해량이 50%로 감소됩니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2033.png,체력과 마나가 일정 시간 동안 회복되고 전투 능력을 상승시킵니다. 상점에 가면 다시 충전됩니다.,500,350
58,2051,수호자의 뿔피리,<mainText><stats>체력 <attention>150</attention></stats><br><li><passive>회복:</passive> 일정 시간 동안 체력이 회복됩니다.<li><passive>불굴의 의지:</passive> 적 챔피언의 기본 공격과 스킬 공격 피해량을 막아줍니다.<li><passive>전설급:</passive> 이 아이템은 <rarityLegendary>전설급</rarityLegendary> 아이템으로 간주됩니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2051.png,탱커에게 특화된 시작 아이템입니다.,950,950
59,2052,포로 간식,<mainText><stats></stats><active>사용 시 - 소모:</active> 근처에 있는 포로에게 맛있는 간식을 주세요. 간식을 받은 포로가 커집니다.<br><br><flavorText>방목해서 신선한 풀을 먹여 키운 아바로사 암탉과 화학 비료를 쓰지 않고 재배한 프렐요드산 유기농 허브로 맛있게 조리한 영양 만점 요리. 포로에게 먹이면 신나서 갸르릉거립니다.<br><br>수익금은 전액 녹서스 동물 학대 반대 운동 기금으로 기부됩니다. </flavorText></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2052.png,,0,0
60,2055,제어 와드,<mainText><stats></stats><active>사용 시 - 소모:</active> 주변 지역을 드러내 주는 강력한 제어 와드를 설치합니다. 근처의 <keywordStealth>투명</keywordStealth>한 덫과 <keywordStealth>위장</keywordStealth> 중인 적을 드러내고 적의 투명 와드를 감지해 무력화합니다. <br><br><rules>최대 2개의 제어 와드를 소지할 수 있습니다. 제어 와드로 다른 제어 와드를 무력화시킬 수 없습니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2055.png,일정 지역 안의 와드와 투명 덫을 무력화시킵니다.,75,75
61,2065,슈렐리아의 군가,<mainText><stats>주문력 <attention>40</attention><br>체력 <attention>200</attention><br>스킬 가속 <attention>20</attention><br>기본 마나 재생 <attention>100%</attention></stats><br><br><active>사용 시 -</active> <active>고무:</active> 주변 아군들의 이동 속도가 상승합니다.<li><passive>동기 부여:</passive> 다른 아군 챔피언을 강화하거나 보호하면 둘 다 이동 속도가 증가합니다.<br><br><rarityMythic>신화급 기본 지속 효과:</rarityMythic> 다른 모든 <rarityLegendary>전설급</rarityLegendary> 아이템에 스킬 가속.<br></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2065.png,사용하면 주변 아군의 속도가 빨라집니다.,2500,750
62,2138,강철의 영약,"<mainText><stats></stats><active>사용 시 - 소모:</active> 3분 동안 <scaleHealth>체력이 300</scaleHealth>, 강인함이 25% 증가하고, 챔피언이 거대해집니다. 이 효과가 활성화된 동안 이동하면 길이 생겨 그 위의 아군 챔피언들은 <speed>이동 속도가 15%</speed> 상승합니다.<br><br><rules>다른 종류의 영약을 마시면 기존 영약의 효과가 사라집니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2138.png,일시적으로 방어 관련 능력치를 높여줍니다. 아군이 뒤따라올 수 있는 자취를 남깁니다.,500,500
63,2139,마법의 영약,"<mainText><stats></stats><active>사용 시 - 소모:</active> 3분 동안 <scaleAP>주문력이 50</scaleAP>, <scaleMana>마나 재생력이 15%</scaleMana> 증가합니다. 활성화된 동안 챔피언이나 포탑에 피해를 입히면 <trueDamage>25의 추가 고정 피해</trueDamage>를 입힙니다. (재사용 대기시간 5초)<br><br><rules><attention>9</attention>레벨 이상일 때만 구매할 수 있습니다. 마법의 영약 고정 피해 효과는 포탑을 공격할 때 재사용 대기시간이 없습니다. 다른 종류의 영약을 마시면 기존 영약의 효과가 사라집니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2139.png,"일시적으로 주문력을 올려주며, 챔피언과 포탑에 대한 추가 피해량이 적용됩니다.",500,500
64,2140,분노의 영약,"<mainText><stats></stats><active>사용 시 - 소모:</active> 3분 동안 <scaleAD>공격력이 30</scaleAD>, 챔피언 대상 <lifeSteal>물리 피해 흡혈이 12%</lifeSteal> 증가합니다.<br><br><rules>다른 종류의 영약을 마시면 기존 영약의 효과가 사라집니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2140.png,"일시적으로 공격력을 올려주며, 챔피언에게 물리 피해를 입히면 체력이 회복됩니다.",500,500
65,2403,미니언 해체분석기,<mainText><stats></stats><active>사용 시 - 소모:</active> 대상 공격로 미니언을 처치합니다. (10초 )</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2403.png,,0,0
66,2419,초시계 키트,<mainText><stats></stats><li>14분 후 <rarityGeneric>초시계</rarityGeneric>로 바뀝니다. 처치 관여 시 이 시간이 2분씩 감소합니다. 이 <rarityGeneric>초시계</rarityGeneric>는 상위 아이템을 구매할 때 250골드만큼 기여합니다.<br><br><rules>초시계의 원가는 750골드입니다.</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2419.png,,0,0
67,2420,초시계,"<mainText><stats></stats><active>사용 시 -</active> <active>경직:</active> 1회에 한해 2.5초 동안 <status>무적</status> 및 <status>대상으로 지정할 수 없는 상태</status>가 되지만, 그동안 아무런 행동도 할 수 없습니다. 이후 <rarityGeneric>망가진 초시계</rarityGeneric>로 변합니다.</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2420.png,사용하면 아무런 행동도 취할 수 없는 대신 공격도 받지 않는 무적 상태가 됩니다.,750,750
68,2421,망가진 초시계,"<mainText><stats></stats><br><li><passive>조각난 시간:</passive> 초시계가 망가졌지만, 업그레이드는 가능합니다.<br><br><rules>초시계를 하나 망가뜨린 후에는 상점에서 <rarityGeneric>망가진 초시계</rarityGeneric>만 살 수 있습니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2421.png,초시계로 업그레이드할 수 있습니다.,750,750
69,2422,약간 신비한 신발,<mainText><stats>이동 속도 <attention>25</attention></stats><br><li>추가로 <speed>이동 속도가 10</speed> 상승합니다. 약간 신비한 신발로 만든 장화는 이 이동 속도 상승 효과가 유지됩니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2422.png,,300,300
70,2423,완벽한 초시계,"<mainText><stats></stats><active>사용 시 -</active> <active>경직:</active> 1회에 한해 2.5초 동안 <status>무적</status> 및 <status>대상으로 지정할 수 없는 상태</status>가 되지만, 그동안 아무런 행동도 할 수 없습니다. 이후 <rarityGeneric>망가진 초시계</rarityGeneric>로 변합니다.</mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2423.png,사용하면 아무런 행동도 취할 수 없는 대신 공격도 받지 않는 무적 상태가 됩니다.,750,750
71,2424,망가진 초시계,"<mainText><stats></stats><br><li><passive>조각난 시간:</passive> 초시계가 망가졌지만, 업그레이드는 가능합니다.<br><br><rules>초시계를 하나 망가뜨린 후에는 상점에서 <rarityGeneric>망가진 초시계</rarityGeneric>만 살 수 있습니다.</rules></mainText><br>",http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/2424.png,,750,750
72,3001,저녁갑주,<mainText><stats>체력 <attention>200</attention><br>스킬 가속 <attention>20</attention><br>방어력 <attention>30</attention><br>마법 저항력 <attention>30</attention></stats><br><li><passive>광휘:</passive> 챔피언을 <status>이동 불가</status> 상태로 만들거나 자신이 <status>이동 불가</status> 상태가 되면 대상과 주변 적 챔피언들이 받는 피해가 증가합니다.<br><br><rarityMythic>신화급 기본 지속 효과:</rarityMythic> 다른 모든 <rarityLegendary>전설급</rarityLegendary> 아이템에 <attention> 방어력 및 마법 저항력</attention></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3001.png,근처의 적이 입는 마법 피해가 증가합니다.,2500,500
73,3003,대천사의 지팡이,<mainText><stats>주문력 <attention>70</attention><br>마나 <attention>500</attention><br>체력 <attention>200</attention><br>스킬 가속 <attention>10</attention></stats><br><li><passive>경탄:</passive> 추가 마나만큼 주문력을 얻습니다.<li><passive>마나 충전:</passive> 대상에게 스킬을 적중시키면 중첩을 하나 소모해 3의 추가 마나를 얻습니다. 챔피언 대상으로는 두 배로 적용됩니다. 추가 마나가 최대치인 360에 도달하면 <rarityLegendary>대천사의 포옹</rarityLegendary>으로 변합니다.<br><br><rules>8초마다 새로운 <passive>마나 충전</passive> 중첩을 얻습니다. (최대 4)</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3003.png,최대 마나량에 따라 주문력이 대폭 상승합니다.,3000,550
74,3004,마나무네,<mainText><stats>공격력 <attention>35</attention><br>마나 <attention>500</attention><br>스킬 가속 <attention>15</attention></stats><br><li><passive>경탄:</passive> <scaleAD>공격력을 최대 마나만큼</scaleAD> 추가로 얻습니다. <li><passive>마나 충전:</passive> 대상에게 스킬 또는 기본 공격을 적중시키면 중첩을 하나 소모해 <scaleMana>3의 추가 마나</scaleMana>를 얻습니다. 챔피언 대상으로는 두 배로 적용됩니다. 추가 마나가 최대치인 360에 도달하면 <rarityLegendary>무라마나</rarityLegendary>로 변합니다.<br><br><rules>8초마다 새로운 <passive>마나 충전</passive> 중첩을 얻습니다. (최대 4)</rules></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3004.png,최대 마나량에 따라 공격력이 상승합니다.,2900,1050
75,3006,광전사의 군화,<mainText><stats>공격 속도 <attention>35%</attention><br>이동 속도 <attention>45</attention></stats></mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3006.png,이동 속도와 공격 속도가 상승합니다.,1100,500
76,3009,신속의 장화,<mainText><stats>이동 속도 <attention>60</attention></stats><br><li>이동 속도 둔화 효과가 25% 줄어듭니다.</mainText><br>,http://ddragon.leagueoflegends.com/cdn/13.8.1/img/item/3009.png,"이동 속도가 증가하고, 둔화 효과를 감소시킵니다.",900,600
